spotify_id,scraper_name,chartmasters_name,scraper_image_url,mb_id,mb_type_raw,parsed_artist_type,gender,country,birth_date,death_date,disband_date,debut_year,member_count,genres,primary_genre,secondary_genre,is_dead,is_disbanded
69GGBxA162lTqCwzJG5jLp,The Chainsmokers,The Chainsmokers,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb4567279fac84a0375c3d819b,91a81925-92f9-4fc9-b897-93cf01226282,Group,group,male,US,,,,2012,2,dance-pop; edm; electro house; electronic; electropop; future bass,electronic,pop,,FALSE
3nFkdlSjzX9mRTtwJOzDYB,JAY-Z,JAY-Z,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5ebc75afcd5a9027f60eaebb5e4,f82bcf78-5b69-4622-a5ef-73800768d9ac,Person,solo,male,US,1969-12-04,,,1994,1,boom bap; chipmunk soul; east coast hip hop; hardcore hip hop; hip hop; pop; pop rap,hip hop,pop,FALSE,
2h93pZq0e7k5yf4dywlkpM,Frank Ocean,Frank Ocean,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5ebee3123e593174208f9754fab,e520459c-dff4-491d-a6e4-c97be35e0044,Person,solo,male,US,1987-10-28,,,2011,1,alternative r&b; contemporary r&b; pop; r&b,r&b,,FALSE,
13ubrt8QOOCPljQ2FL1Kca,A$AP Rocky,A$AP Rocky,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb5c58c41a506a0d6b32cc6cad,25b7b584-d952-4662-a8b9-dd8cdfbfeb64,Person,solo,male,US,1988-10-03,,,2011,1,cloud rap; east coast hip hop; experimental hip hop; hardcore hip hop; hip hop; pop rap; trap,hip hop,,FALSE,
5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,Miley Cyrus,https://image-cdn-fa.spotifycdn.com/image/ab6761610000e5ebf4cccd14ec026038d713e353,7e9bd05a-117f-4cce-87bc-e011527a8b18,Person,solo,non-binary,US,1992-11-23,,,2007,1,contemporary r&b; dance-pop; electropop; pop; pop rock; power pop; rock; teen pop,pop,rock,FALSE,
64KEffDW9EtZ1y2vBYgq8T,Marshmello,Marshmello,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb3b2498dc8a8c6eceed0a2db3,301b45a4-b8b9-410e-8344-4b4eaf96691a,Person,solo,male,US,1992-05-19,,,2015,1,edm; future bass; hip hop; progressive house; trap edm,electronic,hip hop,FALSE,
0ys2OFYzWYB5hRDLCsBqxt,Fuerza Regida,Fuerza Regida,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb158a3d24a31166b983e26325,e665ce26-6ce9-4c42-8f6a-7a361a0ba328,Group,group,male,MX,,,,2018,1,regional mexicano,other,,,FALSE
4kYSro6naA4h99UJvo89HB,Cardi B,Cardi B,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eba23286f24edd4a7dbdc6311d,2f3c4d70-0462-40da-bba3-0aec5772c556,Person,solo,female,US,1992-10-11,,,2017,1,alternative pop; east coast hip hop; hardcore hip hop; hip hop; pop; pop rap; trap; trap soul,hip hop,pop,FALSE,
7hJcb9fa4alzcOq3EaNPoG,Snoop Dogg,Snoop Dogg,https://image-cdn-fa.spotifycdn.com/image/ab6761610000e5ebc19a88576ebe6fcbb325c297,f90e8b26-9e52-4669-a5c9-e28529c47894,Person,solo,male,US,1971-10-20,,,1993,1,g-funk; gangsta rap; hip hop; west coast hip hop,hip hop,,FALSE,
3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,Twenty One Pilots,https://image-cdn-fa.spotifycdn.com/image/ab6761610000e5eb61a7ea26d33ded218cd1e59d,a6c6897a-7415-4f8d-b5a5-3a5e05f3be67,Group,group,male,US,,,,2009,2,alternative hip hop; alternative pop; alternative rock; electropop; hip hop; indie pop; indietronica; piano rock; pop rap,alternative,pop,,FALSE
3xvaSlT4xsyk6lY1ESOspO,Disney,Disney,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb8a8eb6722e4495d1950088cc,66ea0139-149f-4a0c-8fbf-5ea9ec4a6e49,Other,unknown,unknown,US,1923-10-16,,,,,bogus artist; fixme; special purpose; special purpose artist,other,,,
74KM79TiuVKeVCqs8QtB0B,Sabrina Carpenter,Sabrina Carpenter,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb78e45cfa4697ce3c437cb455,1882fe91-cdd9-49c9-9956-8e06a3810bd4,Person,solo,female,US,1999-05-11,,,2014,1,dance-pop; electropop; pop,pop,,FALSE,
1vCWHaC5f2uS3yhpwWbIA6,Avicii,Avicii,https://image-cdn-fa.spotifycdn.com/image/ab6761610000e5ebae07171f989fb39736674113,c85cfd6b-b1e9-4a50-bd55-eb725f04f7d5,Person,solo,male,SE,1989-09-08,2018-04-20,,2008,1,dance-pop; edm; electro house; electronic; electropop; festival progressive house; funky house; house; progressive house; tropical house,electronic,,TRUE,
4SsVbpTthjScTS7U2hmr1X,Arcángel,Arcangel,https://image-cdn-fa.spotifycdn.com/image/ab6761610000e5eb188fba614da521f737b24f9e,47e7833f-f1a7-4703-942d-9acf12f39a1d,Person,solo,male,PR,1985-12-23,,,2007,1,latin; reggaeton; trap latino,latin,,FALSE,
0L8ExT028jH3ddEcZwqJJ5,Red Hot Chili Peppers,Red Hot Chili Peppers,https://image-cdn-fa.spotifycdn.com/image/ab6761610000e5ebc33cc15260b767ddec982ce8,8bfac288-ccc5-448d-9573-c33ea2aa5c30,Group,group,male,US,,,,1984,4,alternative rock; funk; funk metal; funk rock; pop rock; rap rock; rock,rock,r&b,,FALSE
4r63FhuTkUYltbVAg5TQnk,DaBaby,DaBaby,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5ebbd6918901c1714560669f570,87ae83df-6173-40cc-a0f2-bad543faa6aa,Person,solo,male,US,1991-12-22,,,2019,1,hip hop; southern hip hop,hip hop,,FALSE,
3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,Michael Jackson,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb997cc9a4aec335d46c9481fd,f27ec8db-af05-4f36-916e-3d57f91ecf5e,Person,solo,male,US,1958-08-29,2009-06-25,,1971,1,boogie; contemporary r&b; dance-pop; disco; hip hop; new jack swing; pop; pop rap; pop rock; pop soul; r&b; soul,r&b,pop,TRUE,
5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,OneRepublic,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb587687df50a967731901fcc2,c33c2065-b1c3-4406-b066-d33a9e2ea71a,Group,group,male,US,,,,2007,6,folk pop; pop; pop rock; rock,pop,rock,,FALSE
1VPmR4DJC1PlOtd0IADAO0,$uicideboy$,$uicideboy$,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5ebc4817922f21a5f2a36e12bf2,ef326b3d-61f0-4379-aca0-21237d696d63,Group,group,male,US,,,,2014,2,cloud rap; hip hop; horrorcore; memphis rap; phonk; southern hip hop; trap,hip hop,other,,FALSE
4nDoRrQiYLoBzwC5BhVJzF,Camila Cabello,Camila Cabello,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb76470faf6330235edbcb90a9,01b8b5bf-06cb-45da-85fb-61ada72fcd69,Person,solo,female,US,1997-03-03,,,2017,1,dance-pop; electropop; hyperpop; latin pop; pop; r&b,latin,pop,FALSE,
23fqKkggKUBHNkbKtXEls4,Kygo,Kygo,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5ebe5ea1aa1404629c12ad86658,ba0e7638-0cd6-4ff4-8987-c3e224d22c23,Person,solo,male,NO,1991-09-11,,,2013,1,dance; deep house; downtempo; edm; electronica; house; tropical house,electronic,other,FALSE,
0VRj0yCOv2FXJNP47XQnx5,Quavo,Quavo,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5ebd52229f479361a2375f6021c,6143403a-df6c-429e-8ee6-ef869896b0da,Person,solo,male,US,1991-04-02,,,2016,1,hip hop; pop rap; trap,hip hop,,FALSE,
4LLpKhyESsyAXpc4laK94U,Mac Miller,Mac Miller,https://image-cdn-fa.spotifycdn.com/image/ab6761610000e5ebed3b89aa602145fde71a163a,a0e8a1b1-5f8f-475a-a253-17415c17d0ff,Person,solo,male,US,1992-01-19,2018-09-07,,2011,1,hip hop,hip hop,,TRUE,
77ziqFxp5gaInVrF2lj4ht,Sech,Sech,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb9c70d4207e8fe903509e5b66,709f5e96-51cd-49b4-a8e4-0ca0bf808de3,Person,solo,male,PA,1993-12-03,,,2015,1,latin; reggaeton,latin,,FALSE,
0elWFr7TW8piilVRYJUe4P,Natanael Cano,Natanael Cano,https://image-cdn-fa.spotifycdn.com/image/ab6761610000e5eb0d4838ef7ef6c0f889266f60,41925f30-8737-4fb8-af65-da918c0e98f3,Person,solo,male,US,2001-03-27,,,2018,1,corrido tumbado; regional mexicano; trap latino,latin,,FALSE,
6Xgp2XMz1fhVYe7i6yNAax,Trippie Redd,Trippie Redd,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5ebf2db81b3312a1f167fc54096,8032cf05-d916-4b2a-9c53-6e75d4a24bd8,Person,solo,male,US,1999-06-18,,,2016,1,emo rap; hip hop; rage; trap,hip hop,,FALSE,
7wlFDEWiM5OoIAt8RSli8b,YoungBoy Never Broke Again,YoungBoy Never Broke Again,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb776e469c846c205685141317,127d8614-0876-4408-886c-6f110b047a78,Person,solo,male,US,1999-10-20,,,2015,1,gangsta rap; hip hop; pop rap; southern hip hop; trap,hip hop,,FALSE,
5lwmRuXgjX8xIwlnauTZIP,Romeo Santos,Romeo Santos,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb6d8b48abede0f9e433aa6e49,35f343df-3b87-4475-b0e4-d2ba5cc26eea,Person,solo,male,US,1981-07-21,,,2011,1,bachata; latin,latin,,FALSE,
3q7HBObVc0L8jNeTe5Gofh,50 Cent,50 Cent,https://i.scdn.co/image/6f0da41419b31d9d2ba55d2df212f59ad0668118,8e68819d-71be-4e7d-b41d-f1df81b01d3f,Person,solo,male,US,1975-07-06,,,1999,1,east coast hip hop; gangsta rap; hardcore hip hop; hip hop; pop rap,hip hop,,FALSE,
5LHRHt1k9lMyONurDHEdrp,Tyga,Tyga,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5ebc0aa5c92c47f7e766074edce,ce09ea31-3d4a-4487-a797-e315175457a0,Person,solo,male,US,1989-11-19,,,2008,1,hip hop; pop rap; ratchet music; trap; west coast hip hop,hip hop,,FALSE,
3PhoLpVuITZKcymswpck5b,Elton John,Elton John,https://image-cdn-fa.spotifycdn.com/image/ab6761610000e5eb0dc33a1c53bb58a84b45d6a7,b83bc61f-8451-4a5d-8b8e-7e9ed295e822,Person,solo,male,GB,1947-03-25,,,1968,1,classic rock; piano rock; pop; pop rock; rock; rock and roll; singer-songwriter; soft rock,rock,pop,FALSE,
2kCcBybjl3SAtIcwdWpUe3,Lil Peep,Lil Peep,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb3d9d59e200e82fa53d8781a1,92da4329-77a4-425c-8e92-4280110cace9,Person,solo,male,US,1996-11-01,2017-11-15,,2017,1,cloud rap; emo; emo rap; hip hop; trap,hip hop,rock,TRUE,
0tmwSHipWxN12fsoLcFU3B,Manuel Turizo,Manuel Turizo,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb7bdd2cd65be6acd55ccd57d3,30a57b7b-47c9-4234-86fd-9b8ff660e7cb,Person,solo,male,CO,2000-04-12,,,2016,1,latin; latin pop; reggaeton,latin,,FALSE,
2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,Tiësto,https://image-cdn-fa.spotifycdn.com/image/ab6761610000e5ebf4973f7346a2f35e56b63d57,aabb1d9f-be12-45b3-a84d-a1fc3e8181fd,Person,solo,male,NL,1969-01-17,,,1996,1,dance; dance-pop; edm; electro house; electronic; house; progressive house; progressive trance; tech trance; trance,electronic,,FALSE,
77SW9BnxLY8rJ0RciFqkHh,The Neighbourhood,The Neighbourhood,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5ebdf0b5ac84376a0a4b2166816,97b8d224-5660-419c-8dff-4b3bf0c33983,Group,group,male,US,,,,2012,4,alternative rock; indie pop,alternative,,,FALSE
23zg3TcAtWQy7J6upgbUnj,USHER,Usher,https://image-cdn-fa.spotifycdn.com/image/ab6761610000e5eb716114797a4a644c67c5fa72,3414d446-735a-443c-931f-10634f57e5b9,Person,solo,male,US,1978-10-14,,,1993,1,club; contemporary r&b; crunk; dance-pop; hip hop; pop; pop rap; r&b; soul,pop,r&b,FALSE,
7vk5e3vY1uw9plTHJAMwjN,Alan Walker,Alan Walker,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb572a8eae56feae217f618078,b0e4bc50-3062-4d31-afad-def6a6b7a8e9,Person,solo,male,NO,1997-08-24,,,2014,1,club; dance; dance-pop; edm; electro house; electronic; electropop; future bass; pop; progressive house; tropical house,electronic,pop,FALSE,
33ScadVnbm2X8kkUqOkC6Z,Don Omar,Don Omar,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5ebc9154bd840cd45e769c4e480,afbdfac9-2955-4404-ae22-c08bf1c1b51e,Person,solo,male,PR,1978-02-10,,,2003,1,latin; reggaeton,latin,,FALSE,
64M6ah0SkkRsnPGtGiRAbb,Bebe Rexha,Bebe Rexha,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5ebead1540fa76796266fadba33,db8fad3a-e131-47a1-8782-c2ee93708cdd,Person,solo,female,US,1989-08-30,,,2014,1,dance-pop; pop,pop,,FALSE,
07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,Jason Derulo,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb94cf6c87c82ddb0eade61eb0,6de0f914-3e60-4418-be3b-42e0feb6eb4d,Person,solo,male,US,1989-09-21,,,2009,1,afro house; amapiano; contemporary r&b; dance; dance-pop; hip hop; latin; pop; r&b,afrobeats,pop,FALSE,
2ye2Wgw4gimLv2eAKyk1NB,Metallica,Metallica,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb69ca98dd3083f1082d740e44,65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,Group,group,male,US,,,,1983,4,hard rock; heavy metal; metal; thrash metal,metal,,,FALSE
6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,Charlie Puth,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb6721f541fb123145d4cb3ace,525f1f1c-03f0-4bc8-8dfd-e7521f87631b,Person,solo,male,US,1991-12-02,,,2015,1,ballad; contemporary r&b; dance-pop; neo soul; pop; soul,r&b,pop,FALSE,
718COspgdWOnwOFpJHRZHS,Luke Combs,Luke Combs,https://image-cdn-fa.spotifycdn.com/image/ab6761610000e5eb584e28452f46640852c2aed4,c20ee61f-071f-4e65-9c81-45ee931a54ce,Person,solo,male,US,1990-03-02,,,2016,1,country,country,,FALSE,
3p7PcrEHaaKLJnPUGOtRlT,Henrique & Juliano,Henrique & Juliano,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb30f0dc81183daaee971c2601,99329c41-2069-4c12-8e8c-035fdf5127a5,Group,group,male,BR,,,,2012,2,sertanejo,latin,,,FALSE
6S2OmqARrzebs0tKUEyXyp,Demi Lovato,Demi Lovato,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb42d7061876b87861d7c8f3fb,faf4cefb-036c-4c88-b93a-5b03dd0a0e6b,Person,solo,non-binary,US,1992-08-20,,,2008,1,dance-pop; electropop; pop; pop rock; teen pop,pop,,FALSE,
40ZNYROS4zLfyyBSs2PGe2,Zach Bryan,Zach Bryan,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb4fd54df35bfcfa0fc9fc2da7,51e90731-08c0-4f60-89b6-5b78e5844de8,Person,solo,male,US,1996-04-02,,,2019,1,alternative country; americana; country; red dirt,country,alternative,FALSE,
31W5EY0aAly4Qieq6OFu6I,A Boogie Wit da Hoodie,A Boogie Wit da Hoodie,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5ebebe9d9f649d6ef85497f71af,c1708d03-8a66-46eb-848e-fe0d233ffb39,Person,solo,male,US,1995-12-06,,,2016,1,emo rap; hip hop; r&b; trap,hip hop,,FALSE,
07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,Sebastian Yatra,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5ebac1d47a290d9c451e4ba3b06,151d9c35-43b8-49b9-a69a-5db6525dbcd2,Person,solo,male,CO,1994-10-15,,,2013,1,latin; latin pop; reggaeton,latin,,FALSE,
1zNqQNIdeOUZHb8zbZRFMX,Swae Lee,Swae Lee,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5ebf1be22786da29b0a1284c0a5,a17ce9c3-8f6f-4dcc-a1b7-2a04ab9e31f0,Person,solo,male,US,1993-06-07,,,2016,1,alternative r&b; cloud rap; hip hop; pop rap; r&b; trap,hip hop,r&b,FALSE,
31TPClRtHm23RisEBtV3X7,Justin Timberlake,Justin Timberlake,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb7a5cfe2597665a3d160e805e,596ffa74-3d08-44ef-b113-765d43d12738,Person,solo,male,US,1981-01-31,,,2002,1,boogie; contemporary r&b; dance-pop; disco; electropop; neo soul; pop; r&b; synth funk,r&b,pop,FALSE,
46SHBwWsqBkxI7EeeBEQG7,Kodak Black,Kodak Black,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb98f80af7d47ac0d17d10d989,5ec1ecc6-4535-4911-a27a-e26343f4a189,Person,solo,male,US,1997-06-11,,,2015,1,hip hop; southern hip hop; trap,hip hop,,FALSE,
41MozSoPIsD1dJM0CLPjZF,BLACKPINK,BLACKPINK,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb9b57f5eccf180a0049be84b3,48646387-1664-4c9a-9139-9bfd091b823c,Group,group,female,KR,,,,2016,4,hip hop; k-pop; pop,k-pop,pop,,FALSE
6nVcHLIgY5pE2YCl8ubca1,JHAYCO,Jhayco,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb21907ce45d02176645072c22,2b67658e-429f-425a-adf5-345b13112fc1,Person,solo,male,PR,1993-04-09,,,2018,1,hip hop; reggaeton; trap latino,latin,hip hop,FALSE,
3Isy6kedDrgPYoTS1dazA9,Sean Paul,Sean Paul,https://image-cdn-fa.spotifycdn.com/image/ab6761610000e5eb60c3e9abe7327c0097738f22,c3da3346-2643-48a7-93cd-011f6834b3d7,Person,solo,male,JM,1973-01-09,,,1998,1,dance-pop; dancehall; electropop; hip hop; pop; ragga; reggae,pop,reggae,FALSE,
0eDvMgVFoNV3TpwtrVCoTj,Pop Smoke,Pop Smoke,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb597f9edd2cd1a892d4412b09,253c9ae7-850b-46be-8fbb-65e9fa621058,Person,solo,male,US,1999-07-20,2020-02-19,,2018,1,east coast hip hop; hip hop; trap,hip hop,,TRUE,
1U1el3k54VvEUzo3ybLPlM,Kali Uchis,Kali Uchis,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5eb6a5bff9f9278d4eea13bb67e,d0c7656d-8169-4f77-9dbe-b8f24e40105d,Person,solo,female,US,1994-07-17,,,2014,1,alternative r&b; contemporary r&b; latin pop; neo soul,latin,r&b,FALSE,
4tZwfgrHOc3mvqYlEYSvVi,Daft Punk,Daft Punk,https://image-cdn-ak.spotifycdn.com/image/ab6761610000e5ebd3aa7cc0e419b6c459b08e8e,056e4f3e-d505-4dad-8ec1-d04f521cbb56,Group,group,male,FR,,,2021-02-22,1994,2,dance; disco; electro house; electroclash; electronic; french electro; french house; funk; house,electronic,other,,TRUE
